Name,Type,RA,Dec,Const,B-Mag,M
NGC0347,G,01:01:35.16,-06:44:01.2,Cet,15.71,
NGC0348,G,01:00:52.01,-53:14:40.2,Phe,14.59,
NGC0349,G,01:01:50.75,-06:47:59.3,Cet,14.05,
NGC0350,G,01:01:56.71,-06:47:44.6,Cet,15.43,
NGC0351,G,01:01:57.84,-01:56:12.3,Cet,14.12,
NGC0352,G,01:02:09.21,-04:14:43.7,Cet,13.54,
NGC0353,G,01:02:24.53,-01:57:31.9,Cet,14.63,
NGC0354,G,01:03:16.39,+22:20:33.6,Psc,14.16,
NGC0355,G,01:03:06.98,-06:19:26.4,Cet,16.43,
NGC0356,G,01:03:07.10,-06:59:18.1,Cet,14.08,
NGC0357,G,01:03:21.88,-06:20:21.2,Cet,13.16,
NGC0358,Other,01:05:10.93,+62:01:13.6,Cas,,
NGC0359,G,01:04:16.96,-00:45:53.7,Cet,14.42,
NGC0360,G,01:02:51.45,-65:36:35.9,Tuc,13.43,
NGC0361,OCl,01:02:10.16,-71:36:17.1,Tuc,12.43,
NGC0362,GCl,01:03:14.23,-70:50:53.6,Tuc,7.97,
NGC0363,G,01:06:15.79,-16:32:33.9,Cet,15.64,
NGC0364,G,01:04:40.83,-00:48:09.9,Cet,14.24,
NGC0365,G,01:04:18.72,-35:07:17.1,Scl,14.25,
NGC0366,OCl,01:06:25.99,+62:13:44.1,Cas,,
NGC0367,G,01:05:48.89,-12:07:42.5,Cet,15.45,
NGC0368,G,01:04:22.04,-43:16:36.3,Phe,14.70,
NGC0369,G,01:05:08.91,-17:45:33.1,Cet,14.58,
NGC0370,Other,01:06:44.59,+32:25:43.3,Psc,,
NGC0371,OCl,01:03:29.53,-72:03:24.6,Tuc,,
NGC0372,Dup,01:06:44.59,+32:25:43.3,Psc,,
NGC0373,G,01:06:58.21,+32:18:30.5,Psc,15.94,
NGC0374,G,01:07:05.78,+32:47:42.4,Psc,14.23,
NGC0375,G,01:07:05.92,+32:20:53.4,Psc,15.30,
NGC0376,OCl,01:03:53.45,-72:49:25.2,Tuc,11.16,
NGC0377,G,01:06:34.82,-20:19:57.2,Cet,16.31,
NGC0378,G,01:06:12.21,-30:10:41.3,Scl,13.80,
NGC0379,G,01:07:15.69,+32:31:13.3,Psc,13.81,
NGC0380,G,01:07:17.59,+32:28:58.5,Psc,13.54,
NGC0381,OCl,01:08:18.01,+61:34:59.8,Cas,,
NGC0382,G,01:07:23.87,+32:24:13.9,Psc,14.48,
NGC0383,G,01:07:24.96,+32:24:45.2,Psc,13.06,
NGC0384,G,01:07:25.10,+32:17:32.8,Psc,14.00,
NGC0385,G,01:07:27.25,+32:19:10.3,Psc,13.91,
NGC0386,G,01:07:31.29,+32:21:43.2,Psc,15.29,
NGC0387,G,01:07:33.06,+32:23:28.0,Psc,16.49,
NGC0388,G,01:07:47.15,+32:18:35.9,Psc,15.46,
NGC0389,G,01:08:29.93,+39:41:43.6,And,14.93,
NGC0390,*,01:07:53.75,+32:25:59.2,Psc,,
NGC0391,G,01:07:22.58,+00:55:33.4,Cet,14.33,
NGC0392,G,01:08:23.46,+33:08:01.0,Psc,13.69,
NGC0393,G,01:08:36.95,+39:38:39.5,And,13.61,
NGC0394,G,01:08:26.05,+33:08:52.7,Psc,14.77,
NGC0395,OCl,01:05:08.32,-71:59:26.6,Tuc,,
NGC0396,G,01:08:08.40,+04:31:51.1,Psc,,
NGC0397,G,01:08:31.10,+33:06:33.1,Psc,15.69,
NGC0398,G,01:08:53.67,+32:30:52.3,Psc,15.34,
NGC0399,G,01:08:59.20,+32:38:03.5,Psc,14.44,
NGC0400,*,01:09:02.49,+32:43:56.7,Psc,,
NGC0401,*,01:09:07.72,+32:45:33.6,Psc,,
NGC0402,*,01:09:13.36,+32:48:22.5,Psc,,
NGC0403,G,01:09:14.16,+32:45:07.7,Psc,13.18,
NGC0404,G,01:09:27.02,+35:43:05.3,And,11.19,
NGC0405,Other,01:08:34.11,-46:40:06.6,Phe,7.17,
NGC0406,G,01:07:25.05,-69:52:45.0,Tuc,13.05,
NGC0407,G,01:10:36.56,+33:07:35.4,Psc,14.30,
NGC0408,*,01:10:51.09,+33:09:04.6,Psc,,
NGC0409,G,01:09:33.22,-35:48:20.2,Scl,14.08,
NGC0410,G,01:10:58.90,+33:09:06.8,Psc,12.52,
NGC0411,OCl,01:07:55.67,-71:46:06.1,Tuc,12.63,
NGC0412,NonEx,01:10:20.48,-20:00:56.9,Cet,,
NGC0413,G,01:12:31.40,-02:47:36.3,Cet,15.06,
NGC0414,GPair,01:11:17.80,+33:06:46.0,Psc,,
NGC0414 NED01,G,01:11:17.48,+33:06:50.0,Psc,14.45,
NGC0414 NED02,G,01:11:17.95,+33:06:44.1,Psc,,
NGC0415,G,01:10:05.69,-35:29:26.8,Scl,14.30,
NGC0416,GCl,01:07:58.50,-72:21:18.2,Tuc,12.55,
NGC0417,G,01:11:05.56,-18:08:54.0,Cet,15.29,
NGC0418,G,01:10:35.62,-30:13:16.6,Scl,13.15,
NGC0419,GCl,01:08:17.17,-72:53:00.6,Tuc,11.16,
NGC0420,G,01:12:09.65,+32:07:23.4,Psc,13.36,
NGC0421,Other,01:12:14.46,+32:07:24.6,Psc,,
NGC0422,OCl,01:09:25.39,-71:46:02.0,Tuc,13.45,
NGC0423,G,01:11:22.21,-29:14:04.3,Scl,14.39,
NGC0424,G,01:11:27.63,-38:05:00.5,Scl,13.78,
NGC0425,G,01:13:02.56,+38:46:06.1,And,13.46,
NGC0426,G,01:12:48.61,-00:17:24.7,Cet,13.84,
NGC0427,G,01:12:19.24,-32:03:40.2,Scl,15.07,
NGC0428,G,01:12:55.71,+00:58:53.6,Cet,11.95,
NGC0429,G,01:12:57.42,-00:20:42.0,Cet,14.45,
NGC0430,G,01:12:59.93,-00:15:09.0,Cet,13.51,
NGC0431,G,01:14:04.54,+33:42:15.1,And,13.96,
NGC0432,G,01:11:46.26,-61:31:39.5,Tuc,14.12,
NGC0433,OCl,01:15:09.26,+60:07:32.8,Cas,,
NGC0434,G,01:12:14.13,-58:14:52.7,Tuc,12.78,
NGC0434A,G,01:12:29.62,-58:12:34.2,Tuc,15.61,
NGC0435,G,01:13:59.85,+02:04:17.2,Cet,14.94,
NGC0436,OCl,01:15:57.78,+58:49:01.6,Cas,8.01,
NGC0437,G,01:14:22.29,+05:55:36.8,Psc,13.91,
NGC0438,G,01:13:34.16,-37:54:05.9,Scl,13.61,
NGC0439,G,01:13:47.26,-31:44:49.7,Scl,12.89,
NGC0440,G,01:12:48.50,-58:16:56.2,Tuc,13.73,
NGC0441,G,01:13:51.26,-31:47:18.0,Scl,13.77,
NGC0442,G,01:14:38.65,-01:01:14.3,Cet,14.35,
NGC0443,G,01:15:07.59,+33:22:38.4,Psc,14.25,
NGC0444,G,01:15:49.60,+31:04:48.9,Psc,15.00,
NGC0445,G,01:14:52.48,+01:55:02.8,Cet,15.45,
NGC0446,G,01:16:03.61,+04:17:38.8,Psc,13.69,
NGC0447,G,01:15:37.63,+33:04:03.8,Psc,15.07,
NGC0448,G,01:15:16.52,-01:37:34.3,Cet,13.25,
NGC0449,G,01:16:07.25,+33:05:22.4,Psc,15.05,
NGC0450,G,01:15:30.44,-00:51:39.5,Cet,12.79,
NGC0451,G,01:16:12.40,+33:03:50.8,Psc,14.76,
NGC0452,G,01:16:14.83,+31:02:01.8,Psc,13.68,
NGC0453,Other,01:16:17.42,+33:00:51.0,Psc,,
NGC0454,GPair,01:14:22.53,-55:23:55.3,Phe,,
NGC0454 NED01,G,01:14:21.81,-55:24:05.1,Phe,13.12,
NGC0454 NED02,G,01:14:24.93,-55:23:49.5,Phe,13.14,
NGC0455,G,01:15:57.64,+05:10:43.3,Psc,13.85,
NGC0456,OCl,01:13:44.38,-73:17:25.9,Tuc,,
NGC0457,OCl,01:19:32.65,+58:17:26.5,Cas,6.97,
NGC0458,OCl,01:14:53.47,-71:33:09.7,Tuc,11.85,
NGC0459,G,01:18:08.19,+17:33:44.6,Psc,15.69,
NGC0460,Cl+N,01:14:38.60,-73:16:27.1,Tuc,,
NGC0461,G,01:17:20.64,-33:50:27.2,Scl,14.08,
NGC0462,G,01:18:10.99,+04:13:33.6,Psc,15.74,
NGC0463,G,01:18:58.25,+16:19:32.7,Psc,15.14,
NGC0464,**,01:19:26.68,+34:57:19.5,And,,
NGC0465,OCl,01:15:41.35,-73:20:04.6,Tuc,,
NGC0466,G,01:17:13.26,-58:54:35.8,Tuc,13.59,
NGC0467,G,01:19:10.13,+03:18:03.0,Psc,13.15,
NGC0468,G,01:19:48.50,+32:46:04.0,Psc,15.20,
NGC0469,G,01:19:32.95,+14:52:19.0,Psc,15.23,
NGC0470,G,01:19:44.85,+03:24:35.8,Psc,12.54,
NGC0471,G,01:19:59.59,+14:47:10.4,Psc,14.17,
NGC0472,G,01:20:28.69,+32:42:32.5,Psc,14.16,
NGC0473,G,01:19:55.07,+16:32:40.9,Psc,13.31,
NGC0474,G,01:20:06.69,+03:24:55.4,Psc,12.38,
NGC0475,G,01:20:02.00,+14:51:39.8,Psc,15.97,
NGC0476,G,01:20:19.90,+16:01:12.5,Psc,15.17,
NGC0477,G,01:21:20.37,+40:29:17.5,And,13.91,
NGC0478,G,01:20:09.29,-22:22:38.6,Cet,14.62,
NGC0479,G,01:21:15.73,+03:51:44.2,Psc,15.06,
NGC0480,G,01:20:34.39,-09:52:48.8,Cet,16.05,
NGC0481,G,01:21:12.51,-09:12:40.4,Cet,14.65,
NGC0482,G,01:20:20.42,-40:57:58.0,Phe,14.47,
NGC0483,G,01:21:56.30,+33:31:15.5,Psc,13.96,
NGC0484,G,01:19:34.73,-58:31:27.5,Tuc,13.24,
NGC0485,G,01:21:27.60,+07:01:05.1,Psc,14.29,
NGC0486,G,01:21:43.04,+05:20:46.7,Psc,17.48,
NGC0487,G,01:21:55.09,-16:22:13.3,Cet,14.41,
NGC0488,G,01:21:46.85,+05:15:24.2,Psc,11.13,
NGC0489,G,01:21:53.90,+09:12:23.6,Psc,13.43,
NGC0490,G,01:22:02.87,+05:22:01.9,Psc,15.39,
NGC0491,G,01:21:20.43,-34:03:47.8,Scl,13.22,
NGC0491A,G,01:20:04.67,-33:53:58.2,Scl,14.30,
NGC0492,G,01:22:13.56,+05:25:01.4,Psc,15.46,
NGC0493,G,01:22:08.99,+00:56:43.3,Cet,12.95,
NGC0494,G,01:22:55.40,+33:10:26.0,Psc,13.80,
NGC0495,G,01:22:56.00,+33:28:18.0,Psc,13.68,
NGC0496,G,01:23:11.60,+33:31:45.0,Psc,14.30,
NGC0497,G,01:22:23.78,-00:52:30.7,Cet,13.85,
NGC0498,G,01:23:11.28,+33:29:21.7,Psc,16.49,
NGC0499,G,01:23:11.50,+33:27:38.0,Psc,13.32,
NGC0500,G,01:22:39.37,+05:23:14.2,Psc,15.05,
NGC0501,G,01:23:22.41,+33:25:58.7,Psc,15.49,
NGC0502,G,01:22:55.54,+09:02:57.1,Psc,13.74,
NGC0503,G,01:23:28.43,+33:19:54.2,Psc,15.16,
NGC0504,G,01:23:27.90,+33:12:16.0,Psc,13.95,
NGC0505,G,01:22:57.10,+09:28:08.0,Psc,15.04,
NGC0506,*,01:23:35.35,+33:14:40.8,Psc,,
NGC0507,G,01:23:39.91,+33:15:21.8,Psc,12.57,
NGC0508,G,01:23:40.60,+33:16:49.0,Psc,14.20,
NGC0509,G,01:23:24.09,+09:26:00.8,Psc,14.61,
NGC0510,**,01:23:55.56,+33:29:48.8,Psc,,
NGC0511,G,01:23:30.73,+11:17:27.6,Psc,15.34,
NGC0512,G,01:23:59.80,+33:54:28.0,And,13.87,
NGC0513,G,01:24:26.85,+33:47:58.0,And,13.39,
NGC0514,G,01:24:03.90,+12:55:02.6,Psc,12.30,
NGC0515,G,01:24:38.60,+33:28:22.0,Psc,14.26,
NGC0516,G,01:24:08.07,+09:33:06.1,Psc,14.25,
NGC0517,G,01:24:43.80,+33:25:46.0,Psc,13.56,
NGC0518,G,01:24:17.64,+09:19:51.4,Psc,14.32,
NGC0519,G,01:24:28.64,-01:38:28.5,Cet,15.30,
NGC0520,GPair,01:24:35.07,+03:47:32.7,Psc,,
NGC0520 NED01,G,01:24:34.48,+03:47:41.8,Psc,12.21,
NGC0520 NED02,G,01:24:34.79,+03:47:23.2,Psc,12.40,
NGC0521,G,01:24:33.78,+01:43:53.0,Cet,12.62,
NGC0522,G,01:24:45.85,+09:59:40.7,Psc,13.95,
NGC0523,G,01:25:20.73,+34:01:29.8,And,13.50,
NGC0524,G,01:24:47.72,+09:32:19.8,Psc,11.40,
NGC0525,G,01:24:52.91,+09:42:12.0,Psc,14.54,
NGC0526,GPair,01:23:58.50,-35:07:21.0,Scl,,
NGC0526A,G,01:23:54.39,-35:03:55.9,Scl,14.69,
NGC0526B,G,01:23:57.08,-35:04:09.4,Scl,15.14,
NGC0527,G,01:23:58.12,-35:06:54.2,Scl,14.07,
NGC0527B,G,01:23:59.34,-35:07:38.5,Scl,15.54,
NGC0528,G,01:25:33.60,+33:40:18.0,And,13.65,
NGC0529,G,01:25:40.40,+34:42:48.0,And,13.13,
NGC0530,G,01:24:41.65,-01:35:13.5,Cet,13.90,
NGC0531,G,01:26:18.90,+34:45:14.0,And,14.87,
NGC0532,G,01:25:17.34,+09:15:50.8,Psc,13.94,
NGC0533,G,01:25:31.36,+01:45:32.8,Cet,12.49,
NGC0534,G,01:24:44.63,-38:07:44.7,Scl,14.40,
NGC0535,G,01:25:31.15,-01:24:29.3,Cet,14.85,
NGC0536,G,01:26:21.78,+34:42:10.9,And,13.22,
NGC0537,Dup,01:25:20.73,+34:01:29.8,And,,
NGC0538,G,01:25:26.05,-01:33:02.3,Cet,14.62,
NGC0539,G,01:25:21.73,-18:09:49.9,Cet,14.29,
NGC0540,G,01:27:08.90,-20:02:11.9,Cet,15.72,
NGC0541,G,01:25:44.31,-01:22:46.5,Cet,13.14,
NGC0542,G,01:26:30.90,+34:40:31.0,And,15.67,
NGC0543,G,01:25:49.99,-01:17:34.1,Cet,14.21,
NGC0544,G,01:25:12.03,-38:05:40.3,Scl,14.46,
NGC0545,G,01:25:59.12,-01:20:24.8,Cet,13.37,
NGC0546,G,01:25:12.81,-38:04:08.7,Scl,14.41,
NGC0547,G,01:26:00.63,-01:20:42.6,Cet,13.16,
NGC0548,G,01:26:02.51,-01:13:32.2,Cet,14.66,
NGC0549,G,01:25:07.08,-38:00:27.9,Scl,15.50,
NGC0550,G,01:26:42.55,+02:01:20.5,Cet,13.50,
NGC0551,G,01:27:40.66,+37:10:58.5,And,13.42,
NGC0552,*,01:26:10.15,+33:24:21.1,Psc,,
NGC0553,G,01:26:12.60,+33:24:18.0,Psc,14.93,
NGC0554,GPair,01:27:09.60,-22:43:30.0,Cet,,
NGC0554A,G,01:27:09.70,-22:43:28.8,Cet,15.00,
NGC0554B,G,01:27:09.56,-22:43:32.6,Cet,14.76,
NGC0555,G,01:27:11.81,-22:45:43.8,Cet,15.31,
NGC0556,G,01:27:12.61,-22:41:51.9,Cet,15.56,
NGC0557,G,01:26:25.15,-01:38:19.4,Cet,14.82,
NGC0558,G,01:27:16.17,-01:58:15.2,Cet,15.24,
NGC0559,OCl,01:29:33.17,+63:18:05.2,Cas,9.85,
NGC0560,G,01:27:25.42,-01:54:46.7,Cet,13.88,
NGC0561,G,01:28:18.76,+34:18:31.1,And,14.02,
NGC0562,G,01:28:29.26,+48:23:13.5,And,14.46,
NGC0563,Dup,01:25:21.73,-18:09:49.9,Cet,,
NGC0564,G,01:27:48.21,-01:52:46.3,Cet,13.52,
NGC0565,G,01:28:10.18,-01:18:21.7,Cet,14.42,
NGC0566,G,01:29:02.96,+32:19:56.1,Psc,14.53,
NGC0567,G,01:27:02.40,-10:15:54.9,Cet,14.97,
NGC0568,G,01:27:57.01,-35:43:03.7,Scl,13.61,
NGC0569,G,01:29:07.16,+11:07:53.3,Psc,14.65,
NGC0570,G,01:28:58.64,-00:56:56.4,Cet,13.71,
NGC0571,G,01:29:55.98,+32:30:04.8,Psc,14.97,
NGC0572,G,01:28:36.42,-39:18:26.3,Scl,15.14,
NGC0573,G,01:30:49.35,+41:15:26.3,And,13.52,
NGC0574,G,01:29:03.08,-35:35:56.1,Scl,14.28,
NGC0575,G,01:30:46.64,+21:26:25.5,Psc,13.72,
NGC0576,G,01:28:57.67,-51:35:55.2,Phe,14.42,
NGC0577,G,01:30:40.71,-01:59:39.7,Cet,14.12,
NGC0578,G,01:30:29.09,-22:40:02.5,Cet,11.54,
NGC0579,G,01:31:46.49,+33:36:56.0,Tri,13.92,
NGC0580,Dup,01:30:40.71,-01:59:39.7,Cet,,
NGC0581,OCl,01:33:21.81,+60:39:28.8,Cas,7.72,103
NGC0582,G,01:31:58.05,+33:28:35.5,Tri,14.09,
NGC0583,G,01:29:44.15,-18:20:21.9,Cet,15.27,
NGC0584,G,01:31:20.75,-06:52:05.0,Cet,11.31,
NGC0585,G,01:31:42.14,-00:55:59.9,Cet,14.07,
NGC0586,G,01:31:36.85,-06:53:37.5,Cet,14.08,
NGC0587,G,01:32:33.33,+35:21:30.9,Tri,13.59,
NGC0588,HII,01:32:45.94,+30:38:51.1,Tri,14.40,
NGC0589,G,01:32:39.94,-12:02:33.7,Cet,14.97,
NGC0590,G,01:33:40.92,+44:55:43.3,And,14.09,
NGC0591,G,01:33:31.27,+35:40:05.7,And,14.12,
NGC0592,*Ass,01:33:11.69,+30:38:41.8,Tri,,
NGC0593,G,01:32:20.76,-12:21:16.0,Cet,15.27,
NGC0594,G,01:32:56.91,-16:32:09.6,Cet,15.79,
NGC0595,HII,01:33:33.83,+30:41:29.6,Tri,,
NGC0596,G,01:32:52.08,-07:01:54.6,Cet,11.85,
NGC0597,G,01:32:14.85,-33:29:49.5,Scl,13.97,
NGC0598,G,01:33:50.89,+30:39:36.8,Tri,6.35,33
NGC0599,G,01:32:53.78,-12:11:28.5,Cet,14.14,
NGC0600,G,01:33:05.30,-07:18:41.1,Cet,13.01,
NGC0601,G,01:33:06.58,-12:12:31.5,Cet,16.40,
NGC0602,OCl,01:29:26.36,-73:33:37.8,Hyi,,
NGC0603,Other,01:34:43.90,+30:13:55.1,Tri,,
NGC0604,HII,01:34:33.19,+30:47:05.6,Tri,,
NGC0605,G,01:35:02.35,+41:14:53.3,And,14.23,
NGC0606,G,01:34:50.16,+21:25:06.4,Psc,14.45,
NGC0607,Other,01:34:16.37,-07:24:46.1,Cet,,
NGC0608,G,01:35:28.24,+33:39:24.2,Tri,14.21,
NGC0609,OCl,01:36:23.74,+64:32:11.7,Cas,12.31,
NGC0610,Other,01:34:18.00,-20:08:39.2,Cet,,
NGC0611,Other,01:34:18.01,-20:07:39.2,Cet,,
NGC0612,G,01:33:57.74,-36:29:35.7,Scl,14.04,
NGC0613,G,01:34:18.17,-29:25:06.1,Scl,10.74,
NGC0614,G,01:35:52.26,+33:40:54.8,Tri,13.84,
NGC0615,G,01:35:05.68,-07:20:25.1,Cet,12.43,
NGC0616,**,01:36:04.20,+33:46:12.8,Tri,,
NGC0617,G,01:34:02.54,-09:46:26.9,Cet,15.49,
NGC0618,Dup,01:35:52.26,+33:40:54.8,Tri,,
NGC0619,G,01:34:51.79,-36:29:21.8,Scl,14.19,
NGC0620,G,01:36:59.68,+42:19:24.0,And,13.86,
NGC0621,G,01:36:49.06,+35:30:43.9,Tri,14.14,
NGC0622,G,01:36:00.16,+00:39:48.7,Cet,14.05,
NGC0623,G,01:35:06.39,-36:29:24.8,Scl,13.55,
NGC0624,G,01:35:51.09,-10:00:10.7,Cet,14.18,
NGC0625,G,01:35:04.63,-41:26:10.3,Phe,11.65,
NGC0626,G,01:35:12.08,-39:08:45.8,Scl,13.47,
NGC0627,Dup,01:35:52.26,+33:40:54.8,Tri,,
NGC0628,G,01:36:41.75,+15:47:01.2,Psc,9.71,74
NGC0629,Other,01:38:58.54,+72:52:01.5,Cas,,
NGC0630,G,01:35:36.48,-39:21:28.2,Scl,13.62,
NGC0631,G,01:36:47.06,+05:50:07.3,Psc,14.97,
NGC0632,G,01:37:17.53,+05:52:39.5,Psc,13.48,
NGC0633,G,01:36:23.40,-37:19:17.6,Scl,13.53,
NGC0634,G,01:38:18.66,+35:21:53.4,Tri,13.85,
NGC0635,G,01:38:17.86,-22:55:44.1,Cet,15.26,
NGC0636,G,01:39:06.53,-07:30:45.4,Cet,12.35,
NGC0637,OCl,01:43:03.11,+64:02:11.6,Cas,8.56,
NGC0638,G,01:39:37.85,+07:14:14.4,Psc,14.47,
NGC0639,G,01:38:59.05,-29:55:31.2,Scl,14.70,
NGC0640,G,01:39:24.88,-09:24:04.2,Cet,15.42,
NGC0641,G,01:38:39.23,-42:31:39.1,Phe,13.11,
NGC0642,G,01:39:06.33,-29:54:53.6,Scl,13.46,
NGC0643,OCl,01:35:01.43,-75:33:24.7,Hyi,,
NGC0643A,OCl,01:30:38.49,-76:03:16.2,Hyi,,
NGC0643B,G,01:39:12.73,-75:00:40.0,Hyi,14.62,
NGC0643C,G,01:41:49.13,-75:16:05.2,Hyi,15.71,
NGC0644,G,01:38:52.96,-42:35:07.0,Phe,14.74,
NGC0645,G,01:40:08.70,+05:43:36.1,Psc,13.68,
NGC0646,GPair,01:37:25.50,-64:53:47.0,Hyi,14.37,
NGC0646 NED01,G,01:37:21.12,-64:53:41.5,Hyi,14.16,
NGC0646 NED02,G,01:37:29.89,-64:53:46.6,Hyi,14.50,
NGC0647,G,01:39:56.19,-09:14:32.6,Cet,14.32,
NGC0648,G,01:38:39.79,-17:49:52.3,Cet,14.69,
NGC0649,G,01:40:07.45,-09:16:19.6,Cet,15.35,
NGC0650,PN,01:42:19.69,+51:34:31.7,Per,12.20,76
NGC0651,Dup,01:42:19.69,+51:34:31.7,Per,,
NGC0652,G,01:40:43.28,+07:58:58.5,Psc,14.96,
NGC0653,G,01:42:25.74,+35:38:18.0,And,14.06,
NGC0654,OCl,01:43:59.43,+61:52:57.8,Cas,7.34,
NGC0655,G,01:41:55.13,-13:04:54.3,Cet,14.74,
NGC0656,G,01:42:27.24,+26:08:35.0,Psc,13.46,
NGC0657,OCl,01:43:20.80,+55:50:11.0,Cas,,
NGC0658,G,01:42:09.66,+12:36:06.8,Psc,13.31,
NGC0659,OCl,01:44:22.99,+60:40:09.0,Cas,8.40,
NGC0660,G,01:43:02.40,+13:38:42.2,Psc,11.94,
NGC0661,G,01:44:14.62,+28:42:21.3,Tri,13.17,
NGC0662,G,01:44:35.45,+37:41:44.8,And,14.62,
NGC0663,OCl,01:46:16.05,+61:13:05.5,Cas,7.78,
NGC0664,G,01:43:45.81,+04:13:22.4,Psc,13.84,
NGC0665,G,01:44:56.10,+10:25:22.9,Psc,13.18,
NGC0666,G,01:46:06.20,+34:22:28.3,Tri,14.26,
NGC0667,G,01:44:56.68,-22:55:08.2,Cet,15.43,
NGC0668,G,01:46:22.67,+36:27:37.1,And,13.73,
NGC0669,G,01:47:16.15,+35:33:47.9,Tri,13.34,
NGC0670,G,01:47:24.85,+27:53:08.7,Tri,13.49,
NGC0671,G,01:46:59.17,+13:07:30.4,Ari,14.28,
NGC0672,G,01:47:54.52,+27:25:58.0,Tri,11.41,
NGC0673,G,01:48:22.44,+11:31:16.7,Ari,13.21,
NGC0674,G,01:51:17.57,+22:21:28.7,Ari,12.79,
NGC0675,G,01:49:08.61,+13:03:35.6,Ari,15.45,
NGC0676,G,01:48:57.31,+05:54:27.1,Psc,10.16,
NGC0677,G,01:49:14.06,+13:03:19.3,Ari,13.26,
NGC0678,G,01:49:24.86,+21:59:50.3,Ari,13.35,
NGC0679,G,01:49:43.78,+35:47:08.3,And,13.54,
NGC0680,G,01:49:47.29,+21:58:15.1,Ari,12.90,
NGC0681,G,01:49:10.83,-10:25:35.1,Cet,12.77,
NGC0682,G,01:49:04.60,-14:58:29.4,Cet,13.85,
NGC0683,G,01:49:46.69,+11:42:04.7,Ari,14.91,
NGC0684,G,01:50:14.02,+27:38:44.4,Tri,13.33,
NGC0685,G,01:47:42.81,-52:45:42.5,Eri,11.90,
NGC0686,G,01:48:56.14,-23:47:53.3,For,13.40,
NGC0687,G,01:50:33.24,+36:22:14.9,And,13.57,
NGC0688,G,01:50:44.18,+35:17:04.3,Tri,13.35,
NGC0689,G,01:49:51.77,-27:27:59.8,For,14.51,
NGC0690,G,01:47:48.08,-16:43:19.2,Cet,14.84,
NGC0691,G,01:50:41.72,+21:45:35.7,Ari,12.29,
NGC0692,G,01:48:41.99,-48:38:54.6,Phe,13.07,
NGC0693,G,01:50:30.85,+06:08:42.8,Psc,13.24,
NGC0694,G,01:50:58.49,+21:59:51.0,Ari,14.33,
NGC0695,G,01:51:14.24,+22:34:56.5,Ari,13.76,
NGC0696,G,01:49:31.26,-34:54:18.6,For,14.44,
NGC0697,Dup,01:51:17.57,+22:21:28.7,Ari,,
NGC0698,G,01:49:43.70,-34:49:51.9,For,14.80,
NGC0699,G,01:50:43.68,-12:02:08.4,Cet,14.94,
NGC0700,G,01:52:16.84,+36:02:12.2,And,15.51,
NGC0701,G,01:51:03.84,-09:42:09.4,Cet,12.80,
NGC0702,GPair,01:51:18.80,-04:03:07.0,Cet,,
NGC0702 NED01,G,01:51:18.39,-04:02:57.0,Cet,,
NGC0702 NED02,G,01:51:19.19,-04:03:21.4,Cet,13.97,
NGC0703,G,01:52:39.60,+36:10:17.1,And,14.34,
NGC0704,GPair,01:52:38.60,+36:07:27.0,And,,
NGC0704A,G,01:52:39.98,+36:07:15.4,And,,
NGC0704B,G,01:52:37.70,+36:07:36.5,And,14.00,
NGC0705,G,01:52:41.52,+36:08:38.4,And,14.42,
NGC0706,G,01:51:50.53,+06:17:48.8,Psc,13.22,
NGC0707,G,01:51:27.10,-08:30:19.3,Cet,14.60,
NGC0708,G,01:52:46.48,+36:09:06.6,And,13.77,
NGC0709,G,01:52:50.62,+36:13:24.4,And,15.23,
NGC0710,G,01:52:53.94,+36:03:10.4,And,14.27,
NGC0711,G,01:52:27.76,+17:30:45.6,Ari,14.55,
NGC0712,G,01:53:08.44,+36:49:11.5,And,14.05,
NGC0713,G,01:55:21.53,-09:05:01.5,Cet,15.25,
NGC0714,G,01:53:29.65,+36:13:16.7,And,14.09,
NGC0715,G,01:53:12.52,-12:52:22.2,Cet,14.94,
NGC0716,G,01:52:59.68,+12:42:30.5,Ari,14.01,
NGC0717,G,01:53:55.11,+36:13:45.9,And,14.85,
NGC0718,G,01:53:13.30,+04:11:45.0,Psc,12.55,
NGC0719,G,01:53:38.84,+19:50:25.5,Ari,14.83,
NGC0720,G,01:53:00.50,-13:44:19.2,Cet,11.14,
NGC0721,G,01:54:45.46,+39:23:00.7,And,14.16,
NGC0722,G,01:54:46.95,+20:41:53.6,Ari,14.54,
NGC0723,G,01:53:45.68,-23:45:27.9,Cet,13.39,
NGC0724,Dup,01:53:45.68,-23:45:27.9,Cet,,
NGC0725,G,01:52:35.49,-16:31:04.1,Cet,14.97,
NGC0726,G,01:55:31.87,-10:47:59.3,Cet,15.08,
NGC0727,G,01:53:49.38,-35:51:22.2,For,14.92,
NGC0728,Other,01:55:01.44,+04:13:21.3,Psc,,
NGC0729,Dup,01:53:49.38,-35:51:22.2,For,,
NGC0730,*,01:55:18.00,+05:38:11.0,Psc,,
NGC0731,G,01:54:56.21,-09:00:38.9,Cet,13.06,
NGC0732,G,01:56:27.71,+36:48:08.0,And,14.85,
NGC0733,*,01:56:33.89,+33:03:19.1,Tri,15.80,
NGC0734,G,01:53:28.74,-16:59:44.5,Cet,15.39,
NGC0735,G,01:56:37.98,+34:10:36.4,Tri,14.06,
NGC0736,G,01:56:40.87,+33:02:36.6,Tri,13.15,
NGC0737,Other,01:56:40.80,+33:02:56.1,Tri,,
